,Title,Publication_Info,Cited_by
687,Recent advances in machine learning research for nanofluid-based heat transfer in renewable energy system,"P Sharma, Z Said, A Kumar, S Nizetic, A Pandey… - Energy & …, 2022 - ACS Publications",Cited by 218
688,Lift: Language-interfaced fine-tuning for non-language machine learning tasks,"T Dinh, Y Zeng, R Zhang, Z Lin… - Advances in …, 2022 - proceedings.neurips.cc",Cited by 94
689,Early-stage Alzheimer's disease prediction using machine learning models,"C Kavitha, V Mani, SR Srividhya, OI Khalaf… - Frontiers in public …, 2022 - frontiersin.org",Cited by 164
690,News-based intelligent prediction of financial markets using text mining and machine learning: A systematic literature review,"MN Ashtiani, B Raahemi - Expert Systems with Applications, 2023 - Elsevier",Cited by 89
691,Predicting mental health illness using machine learning algorithms,"K Vaishnavi, UN Kamath, BA Rao… - Journal of Physics …, 2022 - iopscience.iop.org",Cited by 45
692,A novel approach for estimating and predicting uncertainty in water quality index model using machine learning approaches,"MG Uddin, S Nash, A Rahman, AI Olbert - Water Research, 2023 - Elsevier",Cited by 113
693,Cardiovascular Disease Risk Prediction with Supervised Machine Learning Techniques.,"E Dritsas, S Alexiou, K Moustakas - ICT4AWE, 2022 - scitepress.org",Cited by 46
694,Machine learning for topology optimization: Physics-based learning through an independent training strategy,"FV Senhora, H Chi, Y Zhang, L Mirabella… - Computer Methods in …, 2022 - Elsevier",Cited by 42
695,Machine learning for regional crop yield forecasting in Europe,"D Paudel, H Boogaard, A de Wit, M van der Velde… - Field Crops …, 2022 - Elsevier",Cited by 73
696,House price prediction using random forest machine learning technique,"AB Adetunji, ON Akande, FA Ajala, O Oyewo… - Procedia Computer …, 2022 - Elsevier",Cited by 106
697,Machine learning and internet of things in industry 4.0: A review,"MS Rahman, T Ghosh, NF Aurna, MS Kaiser… - Measurement …, 2023 - Elsevier",Cited by 34
698,A performance analysis of dimensionality reduction algorithms in machine learning models for cancer prediction,"MF Kabir, T Chen, SA Ludwig - Healthcare Analytics, 2023 - Elsevier",Cited by 58
699,Early detection of coronary heart disease based on machine learning methods,"R Yılmaz, FH Yağın - Medical Records, 2022 - dergipark.org.tr",Cited by 55
700,Suspicious activity detection and classification in IoT environment using machine learning approach,"V Talukdar, D Dhabliya, B Kumar… - … , Distributed and Grid …, 2022 - ieeexplore.ieee.org",Cited by 41
701,Machine learning for technical skill assessment in surgery: a systematic review,"K Lam, J Chen, Z Wang, FM Iqbal, A Darzi, B Lo… - NPJ digital …, 2022 - nature.com",Cited by 82
702,Acoustic fish species identification using deep learning and machine learning algorithms: A systematic review,"A Yassir, SJ Andaloussi, O Ouchetto, K Mamza… - Fisheries …, 2023 - Elsevier",Cited by 16
703,"Machine learning in the identification, prediction and exploration of environmental toxicology: Challenges and perspectives","X Wu, Q Zhou, L Mu, X Hu - Journal of Hazardous Materials, 2022 - Elsevier",Cited by 29
704,Survey paper: Comparative study of machine learning techniques and its recent applications,"BD Shivahare, S Suman… - … in Technology and …, 2022 - ieeexplore.ieee.org",Cited by 32
705,Image segmentation for MR brain tumor detection using machine learning: a review,"TA Soomro, L Zheng, AJ Afifi, A Ali… - IEEE Reviews in …, 2022 - ieeexplore.ieee.org",Cited by 148
706,Grain boundary sliding and distortion on a nanosecond timescale induce trap states in CsPbBr 3: ab initio investigation with machine learning force field,"D Liu, Y Wu, AS Vasenko, OV Prezhdo - Nanoscale, 2023 - pubs.rsc.org",Cited by 21
707,Creativity and machine learning: A survey,"G Franceschelli, M Musolesi - ACM Computing Surveys, 2024 - dl.acm.org",Cited by 40
708,Using machine learning algorithms classified depressed patients and normal people,"G Chopra, P Whig - International Journal of Machine Learning for …, 2022 - ijsdcs.com",Cited by 45
709,An ensemble approach to predict early-stage diabetes risk using machine learning: An empirical study,"UE Laila, K Mahboob, AW Khan, F Khan, W Taekeun - Sensors, 2022 - mdpi.com",Cited by 94
710,A novel machine learning approach for solar radiation estimation,"H Hissou, S Benkirane, A Guezzaz, M Azrour… - Sustainability, 2023 - mdpi.com",Cited by 31
711,Motion planning and control for mobile robot navigation using machine learning: a survey,"X Xiao, B Liu, G Warnell, P Stone - Autonomous Robots, 2022 - Springer",Cited by 216
712,Machine learning and blockchain technologies for cybersecurity in connected vehicles,"J Ahmad, MU Zia, IH Naqvi, JN Chattha… - … : Data Mining and …, 2024 - Wiley Online Library",Cited by 29
713,Machine learning sensors,"P Warden, M Stewart, B Plancher, S Katti… - Communications of the …, 2023 - dl.acm.org",Cited by 20
714,Enhancing machine learning with low-cost p m2. 5 air quality sensor calibration using image processing,"U Rahardja, Q Aini, D Manongga… - APTISI Transactions …, 2023 - ijc.ilearning.co",Cited by 38
715,Predicting employee attrition using machine learning approaches,"A Raza, K Munir, M Almutairi, F Younas, MMS Fareed - Applied Sciences, 2022 - mdpi.com",Cited by 68
716,Multiple sclerosis diagnosis using machine learning and deep learning: challenges and opportunities,"N Aslam, IU Khan, A Bashamakh, FA Alghool… - Sensors, 2022 - mdpi.com",Cited by 41
717,A systematic review on machine learning and deep learning techniques in the effective diagnosis of Alzheimer's disease,"AD Arya, SS Verma, P Chakarabarti, T Chakrabarti… - Brain Informatics, 2023 - Springer",Cited by 48
718,Recent trends of machine learning applied to multi-source data of medicinal plants,"Y Zhang, Y Wang - Journal of Pharmaceutical Analysis, 2023 - Elsevier",Cited by 20
719,Transfer learning for radio frequency machine learning: a taxonomy and survey,"LJ Wong, AJ Michaels - Sensors, 2022 - mdpi.com",Cited by 39
720,Machine learning for predicting chronic diseases: a systematic review,"FM Delpino, ÂK Costa, SR Farias… - Public Health, 2022 - Elsevier",Cited by 34
721,Employee performance prediction: An integrated approach of business analytics and machine learning,"MDR Hasan, RK Ray… - Journal of Business and …, 2024 - al-kindipublisher.com",Cited by 42
722,Error metrics and performance fitness indicators for artificial intelligence and machine learning in engineering and sciences,"MZ Naser, AH Alavi - Architecture, Structures and Construction, 2023 - Springer",Cited by 232
723,Transition1x-a dataset for building generalizable reactive machine learning potentials,"M Schreiner, A Bhowmik, T Vegge, J Busk, O Winther - Scientific Data, 2022 - nature.com",Cited by 43
724,Cancer prediction using machine learning,"G Sruthi, CL Ram, MK Sai, BP Singh… - … in Technology and …, 2022 - ieeexplore.ieee.org",Cited by 38
725,Application of machine learning techniques to detect the children with autism spectrum disorder,"M Liao, H Duan, G Wang - Journal of Healthcare Engineering, 2022 - Wiley Online Library",Cited by 61
726,Direct generation of protein conformational ensembles via machine learning,"G Janson, G Valdes-Garcia, L Heo, M Feig - Nature Communications, 2023 - nature.com",Cited by 74
727,PMLB v1. 0: an open-source dataset collection for benchmarking machine learning methods,"JD Romano, TT Le, W La Cava, JT Gregg… - …, 2022 - academic.oup.com",Cited by 92
728,Machine learning on thyroid disease: a review,"KS Lee, H Park - Frontiers in Bioscience-Landmark, 2022 - imrpress.com",Cited by 29
729,A review on security analysis of cyber physical systems using Machine learning,"AA Jamal, AAM Majid, A Konev, T Kosachenko… - Materials today …, 2023 - Elsevier",Cited by 79
730,Data Fusion-based machine learning architecture for intrusion detection,"TM Ghazal - Computers, Materials & Continua, 2022 - research.skylineuniversity.ac.ae",Cited by 100
731,Multi-label active learning-based machine learning model for heart disease prediction,"IM El-Hasnony, OM Elzeki, A Alshehri, H Salem - Sensors, 2022 - mdpi.com",Cited by 124
732,Machine-learning methods for ligand–protein molecular docking,"K Crampon, A Giorkallos, M Deldossi, S Baud… - Drug discovery today, 2022 - Elsevier",Cited by 185
733,Revolutionizing healthcare: the role of machine learning in the health sector,"M Sarker - Journal of Artificial Intelligence General science …, 2024 - ojs.boulibrary.com",Cited by 29
734,Movie recommendation and sentiment analysis using machine learning,"N Pavitha, V Pungliya, A Raut, R Bhonsle… - Global Transitions …, 2022 - Elsevier",Cited by 61
735,Merging data curation and machine learning to improve nanomedicines,"C Chen, Z Yaari, E Apfelbaum, P Grodzinski… - Advanced drug delivery …, 2022 - Elsevier",Cited by 46
736,Auto modelling for machine learning: a comparison implementation between rapid miner and python,"N Baharun, NFM Razi, S Masrom… - Int. J. Emerg. Technol …, 2022 - researchgate.net",Cited by 28
737,"Accountability in an algorithmic society: relationality, responsibility, and robustness in machine learning","AF Cooper, E Moss, B Laufer… - Proceedings of the 2022 …, 2022 - dl.acm.org",Cited by 99
738,Classification and diagnostic prediction of breast cancer metastasis on clinical data using machine learning algorithms,"M Botlagunta, MD Botlagunta, MB Myneni… - Scientific Reports, 2023 - nature.com",Cited by 89
739,The artificial intelligence and machine learning in lung cancer immunotherapy,"Q Gao, L Yang, M Lu, R Jin, H Ye, T Ma - Journal of Hematology & …, 2023 - Springer",Cited by 41
740,Exploring how machine learning practitioners (try to) use fairness toolkits,"WH Deng, M Nagireddy, MSA Lee, J Singh… - Proceedings of the …, 2022 - dl.acm.org",Cited by 73
741,Online bearing fault diagnosis using numerical simulation models and machine learning classifications,"H Wang, J Zheng, J Xiang - Reliability Engineering & System Safety, 2023 - Elsevier",Cited by 55
742,Towards data-centric graph machine learning: Review and outlook,"X Zheng, Y Liu, Z Bao, M Fang, X Hu, AWC Liew… - arXiv preprint arXiv …, 2023 - arxiv.org",Cited by 19
743,A review of ultrasonic sensing and machine learning methods to monitor industrial processes,"AL Bowler, MP Pound, NJ Watson - Ultrasonics, 2022 - Elsevier",Cited by 35
744,Ransomware classification and detection with machine learning algorithms,"M Masum, MJH Faruk, H Shahriar… - 2022 IEEE 12th …, 2022 - ieeexplore.ieee.org",Cited by 82
745,Voice in Parkinson's disease: a machine learning study,"A Suppa, G Costantini, F Asci, P Di Leo… - Frontiers in …, 2022 - frontiersin.org",Cited by 56
746,Pima Indians diabetes mellitus classification based on machine learning (ML) algorithms,"V Chang, J Bailey, QA Xu, Z Sun - Neural Computing and Applications, 2023 - Springer",Cited by 189
747,Machine learning coarse-grained potentials of protein thermodynamics,"M Majewski, A Pérez, P Thölke, S Doerr… - Nature …, 2023 - nature.com",Cited by 45
748,Application of machine learning methods on real bridge monitoring data,"F Wedel, S Marx - Engineering Structures, 2022 - Elsevier",Cited by 34
749,Raman spectroscopy and machine learning for the classification of breast cancers,"L Zhang, C Li, D Peng, X Yi, S He, F Liu… - … Acta Part A: Molecular …, 2022 - Elsevier",Cited by 100
750,The role of machine learning to boost the bioenergy and biofuels conversion,"Z Wang, X Peng, A Xia, AA Shah, Y Huang, X Zhu… - Bioresource …, 2022 - Elsevier",Cited by 112
751,Machine learning price index forecasts of flat steel products,"B Jin, X Xu - Mineral Economics, 2024 - Springer",Cited by 5
752,Applications of machine learning in metabolomics: Disease modeling and classification,"A Galal, M Talal, A Moustafa - Frontiers in genetics, 2022 - frontiersin.org",Cited by 66
753,Crime tracking system and people's safety in India using machine learning approaches,"VK Gupta, SK Shukla, RS Rawat - International Journal of …, 2022 - researchgate.net",Cited by 76
754,A survey on machine learning based analysis of heterogeneous data in industrial automation,"S Kamm, SS Veekati, T Müller, N Jazdi, M Weyrich - Computers in Industry, 2023 - Elsevier",Cited by 29
755,Application of machine learning initiatives and intelligent perspectives for CO2 emissions reduction in construction,"L Farahzadi, M Kioumarsi - Journal of Cleaner Production, 2023 - Elsevier",Cited by 42
